date,portid,portname,portcalls,portcalls_container,import,export,import_dry_bulk,import_container,import_general_cargo,import_tanker,import_roro,export_dry_bulk,export_container,export_general_cargo,export_tanker,export_roro
2025-01-08,port183,Buenaventura,4,3,14514,0,2895,11619,0,0,0,0,0,0,0,0
2025-01-09,port183,Buenaventura,3,2,40151,0,0,25915,0,14236,0,0,0,0,0,0
2025-01-10,port183,Buenaventura,4,2,62469,0,24593,35657,0,0,2217,0,0,0,0,0
2025-01-11,port183,Buenaventura,6,2,98672,2955,75405,7811,0,15455,0,2955,0,0,0,0
2025-01-12,port183,Buenaventura,3,1,20367,7421,20367,0,0,0,0,0,7421,0,0,0
2025-01-13,port183,Buenaventura,5,3,61679,2203,54658,7020,0,0,0,0,2203,0,0,0
2025-01-14,port183,Buenaventura,2,1,1715,0,0,1715,0,0,0,0,0,0,0,0
2025-01-15,port183,Buenaventura,5,3,80861,0,52985,21806,6069,0,0,0,0,0,0,0
2025-01-16,port183,Buenaventura,5,3,66296,0,25103,41192,0,0,0,0,0,0,0,0
2025-01-17,port183,Buenaventura,4,3,10099,29672,0,7056,0,3042,0,0,29672,0,0,0
2025-01-18,port183,Buenaventura,3,2,22133,24879,0,22133,0,0,0,24879,0,0,0,0
2025-01-19,port183,Buenaventura,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-01-20,port183,Buenaventura,10,4,27646,56173,14679,12966,0,0,0,53255,2918,0,0,0
2025-01-21,port183,Buenaventura,3,3,4108,1507,0,4108,0,0,0,0,1507,0,0,0
2025-01-22,port183,Buenaventura,2,1,40542,653,0,35080,0,5461,0,0,0,0,653,0
2025-01-23,port183,Buenaventura,5,2,57610,0,41399,16211,0,0,0,0,0,0,0,0
2025-01-24,port183,Buenaventura,3,3,29644,0,0,29644,0,0,0,0,0,0,0,0
2025-01-25,port183,Buenaventura,2,0,868,15826,0,0,0,0,868,0,0,0,15826,0
2025-01-26,port183,Buenaventura,5,4,54253,12818,41539,12714,0,0,0,0,12818,0,0,0
2025-01-27,port183,Buenaventura,7,4,54009,6982,40862,9165,0,3980,0,2955,4027,0,0,0
2025-01-28,port183,Buenaventura,1,1,2188,0,0,2188,0,0,0,0,0,0,0,0
2025-01-29,port183,Buenaventura,8,3,128498,28806,93008,27730,0,5461,2297,0,28152,0,653,0
2025-01-30,port183,Buenaventura,2,1,0,2106,0,0,0,0,0,0,2106,0,0,0
2025-01-31,port183,Buenaventura,2,1,21773,0,8849,12924,0,0,0,0,0,0,0,0
2025-02-01,port183,Buenaventura,5,3,61800,5390,53244,8555,0,0,0,0,5390,0,0,0
2025-02-02,port183,Buenaventura,5,3,8661,10588,1097,5758,0,1805,0,0,10588,0,0,0
2025-02-03,port183,Buenaventura,3,2,8964,1625,0,8964,0,0,0,0,1625,0,0,0
2025-02-04,port183,Buenaventura,3,1,5429,2839,0,0,3617,0,1812,0,2839,0,0,0
2025-02-05,port183,Buenaventura,8,5,33983,1625,0,21367,0,12616,0,0,1625,0,0,0
2025-02-06,port183,Buenaventura,2,1,24884,0,0,24884,0,0,0,0,0,0,0,0
2025-02-07,port183,Buenaventura,4,2,34058,365,11999,22058,0,0,0,365,0,0,0,0
2025-02-08,port183,Buenaventura,3,2,17171,9061,11612,5559,0,0,0,0,9061,0,0,0
2025-02-09,port183,Buenaventura,5,3,26857,25052,20624,5559,673,0,0,2955,22097,0,0,0
2025-02-10,port183,Buenaventura,6,4,96987,3250,61659,20129,15198,0,0,0,3250,0,0,0
2025-02-11,port183,Buenaventura,6,4,46597,3250,27044,19031,0,522,0,0,3250,0,0,0
2025-02-12,port183,Buenaventura,3,1,4692,5488,1653,0,0,0,3038,0,5488,0,0,0
2025-02-13,port183,Buenaventura,5,3,32129,1625,7162,24134,0,0,832,0,1625,0,0,0
2025-02-14,port183,Buenaventura,2,2,17875,0,0,17875,0,0,0,0,0,0,0,0
2025-02-15,port183,Buenaventura,3,2,45411,1625,0,15181,0,30230,0,0,1625,0,0,0
2025-02-16,port183,Buenaventura,4,3,65635,1625,56880,8754,0,0,0,0,1625,0,0,0
2025-02-17,port183,Buenaventura,4,3,16331,4384,0,16331,0,0,0,0,4384,0,0,0
2025-02-18,port183,Buenaventura,6,2,66239,2955,52682,5677,2488,5391,0,2955,0,0,0,0
2025-02-19,port183,Buenaventura,2,1,15352,0,12784,2567,0,0,0,0,0,0,0,0
2025-02-20,port183,Buenaventura,5,2,33379,0,24405,8973,0,0,0,0,0,0,0,0
2025-02-21,port183,Buenaventura,4,1,53357,5067,29152,0,5578,18626,0,0,4456,611,0,0
2025-02-22,port183,Buenaventura,4,3,9284,13149,0,9284,0,0,0,0,13149,0,0,0
2025-02-23,port183,Buenaventura,4,2,58556,0,53184,5371,0,0,0,0,0,0,0,0
2025-02-24,port183,Buenaventura,8,3,87126,4515,77258,6326,0,3540,0,2955,1560,0,0,0
2025-02-25,port183,Buenaventura,5,2,35525,13734,26044,3902,5578,0,0,0,13122,611,0,0
2025-02-26,port183,Buenaventura,4,1,24133,484,0,24133,0,0,0,484,0,0,0,0
2025-02-27,port183,Buenaventura,1,1,0,766,0,0,0,0,0,0,766,0,0,0
2025-02-28,port183,Buenaventura,2,2,3525,7382,0,3525,0,0,0,0,7382,0,0,0
2025-03-01,port183,Buenaventura,2,1,0,1502,0,0,0,0,0,0,1502,0,0,0
2025-03-02,port183,Buenaventura,4,3,17502,0,0,16336,0,0,1165,0,0,0,0,0
2025-03-03,port183,Buenaventura,4,2,5559,5287,0,5559,0,0,0,959,4327,0,0,0
2025-03-04,port183,Buenaventura,3,2,34003,0,11897,22105,0,0,0,0,0,0,0,0
2025-03-05,port183,Buenaventura,3,3,28093,1535,0,28093,0,0,0,0,1535,0,0,0
2025-03-06,port183,Buenaventura,3,1,49878,0,28018,20907,0,0,952,0,0,0,0,0
2025-03-07,port183,Buenaventura,3,2,36820,0,4832,31988,0,0,0,0,0,0,0,0
2025-03-08,port183,Buenaventura,3,3,5559,9118,0,5559,0,0,0,0,9118,0,0,0
2025-03-09,port183,Buenaventura,4,1,61864,1391,51934,0,5578,0,4351,0,779,611,0,0
2025-03-10,port183,Buenaventura,5,3,46497,4228,20624,25873,0,0,0,2955,1273,0,0,0
2025-03-11,port183,Buenaventura,5,2,81759,0,63147,18612,0,0,0,0,0,0,0,0
2025-03-12,port183,Buenaventura,5,2,37300,30119,25138,12162,0,0,0,28494,1625,0,0,0
2025-03-13,port183,Buenaventura,2,0,13513,0,0,0,0,13513,0,0,0,0,0,0
2025-03-14,port183,Buenaventura,2,0,507,0,0,0,0,0,507,0,0,0,0,0
2025-03-15,port183,Buenaventura,3,2,23153,2531,21823,1330,0,0,0,0,2531,0,0,0
2025-03-16,port183,Buenaventura,2,2,5220,4669,0,5220,0,0,0,0,4669,0,0,0
2025-03-17,port183,Buenaventura,3,2,27140,0,0,25838,0,1302,0,0,0,0,0,0
2025-03-18,port183,Buenaventura,7,4,69274,6880,62728,6546,0,0,0,0,6880,0,0,0
2025-03-19,port183,Buenaventura,4,0,30199,3469,20624,0,4763,4812,0,2955,0,0,514,0
2025-03-20,port183,Buenaventura,4,1,16599,2890,0,5559,5578,5461,0,0,1625,611,653,0
2025-03-21,port183,Buenaventura,3,3,28959,1082,0,28959,0,0,0,0,1082,0,0,0
2025-03-22,port183,Buenaventura,4,3,26359,3298,0,6526,0,19832,0,0,3298,0,0,0
2025-03-23,port183,Buenaventura,4,2,59968,15536,54409,5559,0,0,0,2923,12612,0,0,0
2025-03-24,port183,Buenaventura,5,3,40529,2719,27964,12564,0,0,0,0,2719,0,0,0
2025-03-25,port183,Buenaventura,4,2,78321,388,53303,25018,0,0,0,0,0,0,388,0
2025-03-26,port183,Buenaventura,3,1,29123,0,23821,5301,0,0,0,0,0,0,0,0
2025-03-27,port183,Buenaventura,2,2,8990,1625,0,8990,0,0,0,0,1625,0,0,0
2025-03-28,port183,Buenaventura,1,1,3779,0,0,3779,0,0,0,0,0,0,0,0
2025-03-29,port183,Buenaventura,2,1,5559,60566,0,5559,0,0,0,58941,1625,0,0,0
2025-03-30,port183,Buenaventura,6,4,57174,18969,50061,7112,0,0,0,0,18969,0,0,0
2025-03-31,port183,Buenaventura,3,2,22268,0,18225,4042,0,0,0,0,0,0,0,0
2025-04-01,port183,Buenaventura,5,1,136892,611,106104,25209,5578,0,0,0,0,611,0,0
2025-04-02,port183,Buenaventura,4,1,41284,0,20312,6027,0,12768,2175,0,0,0,0,0
2025-04-03,port183,Buenaventura,5,3,22784,1625,0,22784,0,0,0,0,1625,0,0,0
2025-04-04,port183,Buenaventura,2,1,30638,2955,20624,10014,0,0,0,2955,0,0,0,0
2025-04-05,port183,Buenaventura,4,1,79354,1120,79354,0,0,0,0,0,1120,0,0,0
2025-04-06,port183,Buenaventura,3,3,8395,1811,0,8395,0,0,0,0,1811,0,0,0
2025-04-07,port183,Buenaventura,4,1,38935,0,32750,2874,0,0,3309,0,0,0,0,0
2025-04-08,port183,Buenaventura,3,1,0,879,0,0,0,0,0,0,879,0,0,0
2025-04-09,port183,Buenaventura,3,2,24691,2809,0,24691,0,0,0,0,0,0,2809,0
2025-04-10,port183,Buenaventura,2,2,22643,0,0,22643,0,0,0,0,0,0,0,0
2025-04-11,port183,Buenaventura,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-12,port183,Buenaventura,6,2,152662,67,144768,6917,0,0,976,0,0,0,0,67
2025-04-13,port183,Buenaventura,4,3,54826,6011,49735,5090,0,0,0,0,6011,0,0,0
2025-04-14,port183,Buenaventura,6,3,39570,2533,15043,24526,0,0,0,0,2533,0,0,0
2025-04-15,port183,Buenaventura,3,2,58186,602,53758,4427,0,0,0,0,602,0,0,0
2025-04-16,port183,Buenaventura,2,1,4626,0,0,4626,0,0,0,0,0,0,0,0
2025-04-17,port183,Buenaventura,2,1,42830,0,0,20841,0,21988,0,0,0,0,0,0
2025-04-18,port183,Buenaventura,1,0,5461,653,0,0,0,5461,0,0,0,0,653,0
2025-04-19,port183,Buenaventura,1,1,11699,0,0,11699,0,0,0,0,0,0,0,0
2025-04-20,port183,Buenaventura,5,2,41224,3992,35230,3679,0,2313,0,0,3992,0,0,0
2025-04-21,port183,Buenaventura,4,2,27401,1625,12602,14799,0,0,0,0,1625,0,0,0
2025-04-22,port183,Buenaventura,5,2,45347,611,13373,23486,5578,0,2908,0,0,611,0,0
2025-04-23,port183,Buenaventura,2,2,17378,0,0,17378,0,0,0,0,0,0,0,0
2025-04-24,port183,Buenaventura,2,1,11698,0,0,6975,4722,0,0,0,0,0,0,0
2025-04-25,port183,Buenaventura,2,0,13282,0,0,0,0,13282,0,0,0,0,0,0
2025-04-26,port183,Buenaventura,3,2,36153,7626,16226,19926,0,0,0,0,7626,0,0,0
2025-04-27,port183,Buenaventura,3,1,3952,34211,0,3952,0,0,0,34211,0,0,0,0
2025-04-28,port183,Buenaventura,6,4,72499,6389,57135,15363,0,0,0,0,6389,0,0,0
2025-04-29,port183,Buenaventura,3,2,26745,0,0,26745,0,0,0,0,0,0,0,0
2025-04-30,port183,Buenaventura,4,2,57061,0,0,44773,0,12288,0,0,0,0,0,0
2025-05-01,port183,Buenaventura,4,2,48303,8927,21422,26880,0,0,0,0,8927,0,0,0
2025-05-02,port183,Buenaventura,5,3,44007,0,9914,15311,0,18781,0,0,0,0,0,0
2025-05-03,port183,Buenaventura,1,0,53661,0,53661,0,0,0,0,0,0,0,0,0
2025-05-04,port183,Buenaventura,5,3,32202,6249,30503,780,0,0,918,0,6249,0,0,0
2025-05-05,port183,Buenaventura,6,4,112453,3250,81873,30579,0,0,0,0,3250,0,0,0
2025-05-06,port183,Buenaventura,4,2,48538,1625,26400,21548,0,0,589,0,1625,0,0,0
2025-05-07,port183,Buenaventura,3,2,23646,0,0,23646,0,0,0,0,0,0,0,0
2025-05-08,port183,Buenaventura,3,0,38894,0,38894,0,0,0,0,0,0,0,0,0
2025-05-09,port183,Buenaventura,3,2,28585,0,0,11339,0,17245,0,0,0,0,0,0
2025-05-10,port183,Buenaventura,4,3,7912,18375,0,4849,0,3063,0,0,18375,0,0,0
2025-05-11,port183,Buenaventura,3,1,7190,0,0,1563,0,3575,2052,0,0,0,0,0
2025-05-12,port183,Buenaventura,4,3,49869,0,8639,41229,0,0,0,0,0,0,0,0
2025-05-13,port183,Buenaventura,1,1,3791,0,0,3791,0,0,0,0,0,0,0,0
2025-05-14,port183,Buenaventura,4,3,77724,0,0,46640,0,31083,0,0,0,0,0,0
2025-05-15,port183,Buenaventura,1,1,5559,1625,0,5559,0,0,0,0,1625,0,0,0
2025-05-16,port183,Buenaventura,4,2,19904,541,12076,5075,0,0,2752,0,541,0,0,0
2025-05-17,port183,Buenaventura,1,1,0,6867,0,0,0,0,0,0,6867,0,0,0
2025-05-18,port183,Buenaventura,3,3,3655,10140,0,3655,0,0,0,0,10140,0,0,0
2025-05-19,port183,Buenaventura,2,2,11780,1007,0,11780,0,0,0,0,1007,0,0,0
2025-05-20,port183,Buenaventura,5,2,79237,0,52101,22858,0,4277,0,0,0,0,0,0
2025-05-21,port183,Buenaventura,5,1,101240,2955,89417,11311,0,0,511,2955,0,0,0,0
2025-05-22,port183,Buenaventura,5,2,84990,1865,53354,8547,17625,5461,0,0,1212,0,653,0
2025-05-23,port183,Buenaventura,2,2,17115,0,0,17115,0,0,0,0,0,0,0,0
2025-05-24,port183,Buenaventura,2,2,0,4860,0,0,0,0,0,0,4860,0,0,0
2025-05-25,port183,Buenaventura,7,4,49234,4809,33211,16022,0,0,0,0,4809,0,0,0
2025-05-26,port183,Buenaventura,4,2,77305,0,53954,20355,2995,0,0,0,0,0,0,0
2025-05-27,port183,Buenaventura,4,1,38847,3566,20624,12645,5578,0,0,2955,0,611,0,0
2025-05-28,port183,Buenaventura,3,3,48250,0,0,48250,0,0,0,0,0,0,0,0
2025-05-29,port183,Buenaventura,3,1,39796,0,37498,2297,0,0,0,0,0,0,0,0
2025-05-30,port183,Buenaventura,3,2,52872,0,43585,9287,0,0,0,0,0,0,0,0
2025-05-31,port183,Buenaventura,2,1,54554,9861,54554,0,0,0,0,0,9861,0,0,0
2025-06-01,port183,Buenaventura,5,4,35249,1557,0,34382,0,867,0,0,1557,0,0,0
2025-06-02,port183,Buenaventura,5,3,29078,15916,18011,5559,0,0,5508,0,15916,0,0,0
2025-06-03,port183,Buenaventura,5,3,41925,1625,4660,28383,8881,0,0,0,1625,0,0,0
2025-06-04,port183,Buenaventura,4,1,45540,0,42109,3431,0,0,0,0,0,0,0,0
2025-06-05,port183,Buenaventura,1,0,5578,611,0,0,5578,0,0,0,0,611,0,0
2025-06-06,port183,Buenaventura,4,3,74604,958,52261,22343,0,0,0,0,958,0,0,0
2025-06-07,port183,Buenaventura,4,2,7534,4097,1666,5559,0,309,0,0,4097,0,0,0
2025-06-08,port183,Buenaventura,5,3,11184,7842,0,6946,0,4237,0,0,7237,0,0,605
2025-06-09,port183,Buenaventura,3,1,16701,0,7540,9161,0,0,0,0,0,0,0,0
2025-06-10,port183,Buenaventura,4,3,14580,18429,6490,8089,0,0,0,0,18429,0,0,0
2025-06-11,port183,Buenaventura,4,3,63517,0,0,50071,0,13446,0,0,0,0,0,0
2025-06-12,port183,Buenaventura,1,0,4024,0,0,0,0,4024,0,0,0,0,0,0
2025-06-13,port183,Buenaventura,6,3,55619,2244,35212,17971,0,0,2436,0,2244,0,0,0
2025-06-14,port183,Buenaventura,1,0,6159,0,6159,0,0,0,0,0,0,0,0,0
2025-06-15,port183,Buenaventura,4,2,54514,12318,52198,2315,0,0,0,2955,9363,0,0,0
2025-06-16,port183,Buenaventura,9,6,90669,10965,37515,53154,0,0,0,2955,8010,0,0,0
2025-06-17,port183,Buenaventura,4,1,128399,0,99463,28935,0,0,0,0,0,0,0,0
2025-06-18,port183,Buenaventura,2,1,46972,0,30827,16145,0,0,0,0,0,0,0,0
2025-06-19,port183,Buenaventura,4,1,77370,0,61766,11393,0,0,4210,0,0,0,0,0
2025-06-20,port183,Buenaventura,2,2,15633,0,0,15633,0,0,0,0,0,0,0,0
2025-06-21,port183,Buenaventura,3,2,26469,3678,0,2531,0,23938,0,0,3678,0,0,0
2025-06-22,port183,Buenaventura,4,4,8791,7061,0,8791,0,0,0,0,7061,0,0,0
2025-06-23,port183,Buenaventura,5,4,22674,3250,0,19144,0,3529,0,0,3250,0,0,0
2025-06-24,port183,Buenaventura,5,2,21277,26653,6351,14925,0,0,0,26653,0,0,0,0
2025-06-25,port183,Buenaventura,5,2,23176,0,5721,15634,0,0,1820,0,0,0,0,0
2025-06-26,port183,Buenaventura,3,2,7642,8024,0,7059,0,0,583,0,8024,0,0,0
2025-06-27,port183,Buenaventura,4,2,85239,3250,74121,11118,0,0,0,0,3250,0,0,0
2025-06-28,port183,Buenaventura,4,2,68802,9064,63243,5559,0,0,0,0,9064,0,0,0
2025-06-29,port183,Buenaventura,6,3,52138,502,41837,10301,0,0,0,0,502,0,0,0
2025-06-30,port183,Buenaventura,3,3,37191,0,0,37191,0,0,0,0,0,0,0,0
2025-07-01,port183,Buenaventura,2,0,32612,0,32612,0,0,0,0,0,0,0,0,0
2025-07-02,port183,Buenaventura,2,1,24004,653,0,18542,0,5461,0,0,0,0,653,0
2025-07-03,port183,Buenaventura,4,3,50603,0,0,50501,0,0,102,0,0,0,0,0
2025-07-04,port183,Buenaventura,2,1,24610,0,13853,10756,0,0,0,0,0,0,0,0
2025-07-05,port183,Buenaventura,4,3,51251,2297,49053,2198,0,0,0,0,2297,0,0,0
2025-07-06,port183,Buenaventura,6,4,62000,2406,49912,12087,0,0,0,0,2406,0,0,0
2025-07-07,port183,Buenaventura,2,1,42930,1625,37371,5559,0,0,0,0,1625,0,0,0
2025-07-08,port183,Buenaventura,3,2,12603,0,0,10271,0,0,2331,0,0,0,0,0
2025-07-09,port183,Buenaventura,3,2,30271,67,0,29295,0,0,976,0,0,0,0,67
2025-07-10,port183,Buenaventura,4,2,51459,1625,0,14657,0,36802,0,0,1625,0,0,0
2025-07-11,port183,Buenaventura,4,2,71563,0,50939,20040,0,0,583,0,0,0,0,0
2025-07-12,port183,Buenaventura,5,2,97627,3353,70903,7857,0,18866,0,0,3353,0,0,0
2025-07-13,port183,Buenaventura,6,4,60849,14408,54194,6654,0,0,0,0,14408,0,0,0
2025-07-14,port183,Buenaventura,5,2,87756,8220,71719,16037,0,0,0,5910,2309,0,0,0
2025-07-15,port183,Buenaventura,2,2,26989,1625,0,26989,0,0,0,0,1625,0,0,0
2025-07-16,port183,Buenaventura,2,1,11596,0,3195,8400,0,0,0,0,0,0,0,0
2025-07-17,port183,Buenaventura,3,3,25354,0,0,25354,0,0,0,0,0,0,0,0
2025-07-18,port183,Buenaventura,3,1,60839,0,51943,6666,0,0,2228,0,0,0,0,0
2025-07-19,port183,Buenaventura,3,3,33286,1625,0,33286,0,0,0,0,1625,0,0,0
2025-07-20,port183,Buenaventura,5,4,9483,63201,0,9483,0,0,0,58635,4565,0,0,0
2025-07-21,port183,Buenaventura,3,3,19243,0,0,19243,0,0,0,0,0,0,0,0
2025-07-22,port183,Buenaventura,7,4,82364,5184,60267,19082,0,0,3014,2955,2229,0,0,0
2025-07-23,port183,Buenaventura,2,2,4376,484,0,4376,0,0,0,0,484,0,0,0
2025-07-24,port183,Buenaventura,6,2,108969,611,73962,28474,5578,952,0,0,0,611,0,0
2025-07-25,port183,Buenaventura,2,2,3802,1269,0,3802,0,0,0,0,1269,0,0,0
2025-07-26,port183,Buenaventura,2,2,46263,0,0,46263,0,0,0,0,0,0,0,0
2025-07-27,port183,Buenaventura,4,2,1337,9557,0,1337,0,0,0,0,3899,0,5657,0
2025-07-28,port183,Buenaventura,7,3,42316,16816,5837,6322,30156,0,0,0,16586,229,0,0
2025-07-29,port183,Buenaventura,2,1,6776,0,0,6776,0,0,0,0,0,0,0,0
2025-07-30,port183,Buenaventura,2,1,25352,0,16880,8471,0,0,0,0,0,0,0,0
2025-07-31,port183,Buenaventura,2,2,33413,0,0,33413,0,0,0,0,0,0,0,0
2025-08-01,port183,Buenaventura,4,2,42332,1625,0,21711,187,20432,0,0,1625,0,0,0
2025-08-02,port183,Buenaventura,5,3,70102,16063,61481,8620,0,0,0,0,16063,0,0,0
2025-08-03,port183,Buenaventura,3,1,56150,0,51722,969,0,3458,0,0,0,0,0,0
2025-08-04,port183,Buenaventura,5,4,16017,6353,0,13102,0,0,2914,0,6353,0,0,0
2025-08-05,port183,Buenaventura,5,3,46241,1625,18104,7716,0,20420,0,0,1625,0,0,0
2025-08-06,port183,Buenaventura,3,2,41321,0,6507,34813,0,0,0,0,0,0,0,0
2025-08-07,port183,Buenaventura,4,2,21441,0,20229,1212,0,0,0,0,0,0,0,0
2025-08-08,port183,Buenaventura,3,2,28914,0,2871,26043,0,0,0,0,0,0,0,0
2025-08-09,port183,Buenaventura,2,1,7558,0,0,6688,0,869,0,0,0,0,0,0
2025-08-10,port183,Buenaventura,7,5,40054,9770,27153,12901,0,0,0,0,9770,0,0,0
2025-08-11,port183,Buenaventura,4,3,39574,1625,0,24539,0,15035,0,0,1625,0,0,0
2025-08-12,port183,Buenaventura,3,1,121223,0,111353,9870,0,0,0,0,0,0,0,0
2025-08-13,port183,Buenaventura,6,1,74334,0,0,37755,32935,3134,508,0,0,0,0,0
2025-08-14,port183,Buenaventura,3,1,65341,0,53938,11403,0,0,0,0,0,0,0,0
2025-08-15,port183,Buenaventura,4,1,66831,653,49642,11726,0,5461,0,0,0,0,653,0
2025-08-16,port183,Buenaventura,3,2,2961,10169,0,509,0,2451,0,0,10169,0,0,0
2025-08-17,port183,Buenaventura,5,4,21155,6564,0,21155,0,0,0,0,6564,0,0,0
2025-08-18,port183,Buenaventura,3,2,19950,0,0,18199,0,1751,0,0,0,0,0,0
2025-08-19,port183,Buenaventura,6,3,83619,1625,31722,34180,0,17716,0,0,1625,0,0,0
2025-08-20,port183,Buenaventura,4,3,83986,0,52183,31802,0,0,0,0,0,0,0,0
2025-08-21,port183,Buenaventura,2,1,33279,611,0,27700,5578,0,0,0,0,611,0,0
2025-08-22,port183,Buenaventura,3,2,7789,14586,0,5559,0,0,2230,0,14586,0,0,0
2025-08-23,port183,Buenaventura,4,3,30115,5269,0,11118,0,18997,0,0,5269,0,0,0
2025-08-24,port183,Buenaventura,2,1,15992,0,13785,2207,0,0,0,0,0,0,0,0
2025-08-25,port183,Buenaventura,6,6,33557,2133,0,33557,0,0,0,0,2133,0,0,0
2025-08-26,port183,Buenaventura,2,1,8053,4365,8053,0,0,0,0,0,4365,0,0,0
2025-08-27,port183,Buenaventura,3,2,18250,1625,3788,14461,0,0,0,0,1625,0,0,0
2025-08-28,port183,Buenaventura,2,1,2540,0,0,2540,0,0,0,0,0,0,0,0
2025-08-29,port183,Buenaventura,4,1,11210,1259,8722,0,0,0,2487,0,1026,233,0,0
2025-08-30,port183,Buenaventura,3,2,39889,5801,0,14066,0,25823,0,0,5801,0,0,0
2025-08-31,port183,Buenaventura,2,1,58266,0,52769,5497,0,0,0,0,0,0,0,0
2025-09-01,port183,Buenaventura,5,3,47818,2541,46815,1002,0,0,0,0,2541,0,0,0
2025-09-02,port183,Buenaventura,3,2,60930,0,21212,39718,0,0,0,0,0,0,0,0
2025-09-03,port183,Buenaventura,3,1,64670,0,53205,8089,0,0,3374,0,0,0,0,0
2025-09-04,port183,Buenaventura,2,2,22561,1625,0,22561,0,0,0,0,1625,0,0,0
2025-09-05,port183,Buenaventura,4,3,14211,3110,0,7448,0,6762,0,0,3110,0,0,0
2025-09-06,port183,Buenaventura,3,3,21504,7619,0,21504,0,0,0,0,7619,0,0,0
2025-09-07,port183,Buenaventura,4,3,10378,7071,0,9254,0,1124,0,0,7071,0,0,0
2025-09-08,port183,Buenaventura,6,3,52845,1625,34892,17952,0,0,0,0,1625,0,0,0
2025-09-09,port183,Buenaventura,4,1,24484,0,0,0,1028,23455,0,0,0,0,0,0
2025-09-10,port183,Buenaventura,4,3,32827,0,0,30748,0,0,2078,0,0,0,0,0
2025-09-11,port183,Buenaventura,4,1,62201,6762,52295,6472,0,3433,0,0,0,0,6762,0
2025-09-12,port183,Buenaventura,3,0,22042,0,18941,0,0,0,3100,0,0,0,0,0
2025-09-13,port183,Buenaventura,5,3,53435,6018,53435,0,0,0,0,0,6018,0,0,0
2025-09-14,port183,Buenaventura,3,2,53045,7787,51966,1078,0,0,0,0,7787,0,0,0
2025-09-15,port183,Buenaventura,5,3,10158,6265,0,10158,0,0,0,0,5093,1171,0,0
2025-09-16,port183,Buenaventura,5,4,33065,5695,0,17129,0,15935,0,0,5695,0,0,0
2025-09-17,port183,Buenaventura,5,4,84736,1510,0,68012,16724,0,0,0,1510,0,0,0
2025-09-18,port183,Buenaventura,2,0,9722,611,0,0,5578,0,4143,0,0,611,0,0
2025-09-19,port183,Buenaventura,3,2,42164,58814,0,42164,0,0,0,58063,751,0,0,0
2025-09-20,port183,Buenaventura,2,1,51987,0,45864,6122,0,0,0,0,0,0,0,0
2025-09-21,port183,Buenaventura,5,4,24158,6214,8134,16024,0,0,0,0,6214,0,0,0
2025-09-22,port183,Buenaventura,4,2,87546,2955,20624,42984,0,23938,0,2955,0,0,0,0
2025-09-23,port183,Buenaventura,2,2,11610,1250,0,11610,0,0,0,0,1250,0,0,0
2025-09-24,port183,Buenaventura,6,3,57907,7608,38729,19178,0,0,0,2955,4653,0,0,0
2025-09-25,port183,Buenaventura,5,2,41590,4580,29443,12147,0,0,0,2955,1625,0,0,0
2025-09-26,port183,Buenaventura,2,1,16907,1625,0,5559,0,11348,0,0,1625,0,0,0
2025-09-27,port183,Buenaventura,2,1,28073,3008,28073,0,0,0,0,0,3008,0,0,0
2025-09-28,port183,Buenaventura,4,3,57777,2196,0,44421,0,13356,0,0,2196,0,0,0
2025-09-29,port183,Buenaventura,4,3,33663,3250,18108,15554,0,0,0,0,3250,0,0,0
2025-09-30,port183,Buenaventura,4,3,32709,1390,30083,2625,0,0,0,0,1390,0,0,0
2025-10-01,port183,Buenaventura,7,3,117251,2955,97857,19393,0,0,0,2955,0,0,0,0
2025-10-02,port183,Buenaventura,2,1,5867,0,0,5867,0,0,0,0,0,0,0,0
2025-10-03,port183,Buenaventura,3,2,20747,12354,0,20747,0,0,0,0,0,0,12354,0
2025-10-04,port183,Buenaventura,3,3,9969,6633,0,9969,0,0,0,0,6633,0,0,0
2025-10-05,port183,Buenaventura,4,2,58201,6371,36755,21446,0,0,0,0,6371,0,0,0
2025-10-06,port183,Buenaventura,6,3,2870,10203,2870,0,0,0,0,0,10203,0,0,0
2025-10-07,port183,Buenaventura,4,3,78322,0,46645,31676,0,0,0,0,0,0,0,0
2025-10-08,port183,Buenaventura,6,3,46483,0,23745,21657,0,1081,0,0,0,0,0,0
2025-10-09,port183,Buenaventura,6,1,24612,741,15611,7338,0,0,1662,741,0,0,0,0
2025-10-10,port183,Buenaventura,3,2,30825,10127,0,30362,0,463,0,0,10127,0,0,0
2025-10-11,port183,Buenaventura,2,1,55585,0,52256,3329,0,0,0,0,0,0,0,0
2025-10-12,port183,Buenaventura,3,1,33514,0,24791,8723,0,0,0,0,0,0,0,0
2025-10-13,port183,Buenaventura,3,3,1237,9164,0,1237,0,0,0,0,9164,0,0,0
2025-10-14,port183,Buenaventura,4,1,59858,16988,39557,6890,0,13411,0,16988,0,0,0,0
2025-10-15,port183,Buenaventura,4,3,33000,0,12050,20950,0,0,0,0,0,0,0,0
2025-10-16,port183,Buenaventura,5,2,42656,0,16769,25887,0,0,0,0,0,0,0,0
2025-10-17,port183,Buenaventura,3,2,21389,8596,3842,17547,0,0,0,0,8596,0,0,0
2025-10-18,port183,Buenaventura,4,3,33340,5805,0,33340,0,0,0,0,5805,0,0,0
